fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id
7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,Low,3244
6.4,0.27,0.19,2,0.084,21,191,0.99516,3.49,0.63,9.6,Low,3245
7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,Low,3246
7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,Low,3247
7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,High,3248
6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,Low,3249
5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,Low,3250
6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11,Low,3251
8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6,Low,3252
8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,Low,3253
6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,Low,3254
7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,Low,3255
7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,High,3256
8,0.66,0.72,17.55,0.042,62,233,0.9999,2.92,0.68,9.4,Low,3257
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,Low,3258
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,High,3259
6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,Low,3260
7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,Low,3261
7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,Low,3262
6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,Low,3263
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,Low,3264
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,Low,3265
6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,Low,3266
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,Low,3267
7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,Low,3268
7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,High,3269
6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,Low,3270
7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,Low,3271
6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,Low,3272
7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,Low,3273
7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,High,3274
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,High,3275
7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,Low,3276
6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,Low,3277
6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,High,3278
8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,Low,3279
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,Low,3280
5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,Low,3281
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,Low,3282
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,Low,3283
5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,Low,3284
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,Low,3285
6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,Low,3286
9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,Low,3287
6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,Low,3288
6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5,Low,3289
6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,Low,3290
5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,Low,3291
6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,Low,3292
6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,Low,3293
7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,Low,3294
6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,Low,3295
6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,Low,3296
9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,Low,3297
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,Low,3298
7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,High,3299
6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,Low,3300
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,Low,3301
5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,Low,3302
6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,High,3303
6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,Low,3304
6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,High,3305
6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,Low,3306
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,High,3307
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,High,3308
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,Low,3309
6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,Low,3310
6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,Low,3311
7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,High,3312
6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,High,3313
6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,Low,3314
6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,High,3315
6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,Low,3316
6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,High,3317
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,Low,3318
8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,High,3319
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,Low,3320
7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,Low,3321
6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,Low,3322
7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,Low,3323
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,Low,3324
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,Low,3325
6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,High,3326
7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,Low,3327
7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5,Low,3328
7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,Low,3329
7.4,0.2,0.35,2.1,0.038,30,116,0.9949,3.49,0.77,10.3,High,3330
7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,High,3331
6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,Low,3332
6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,Low,3333
6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,Low,3334
7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,Low,3335
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,High,3336
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,Low,3337
6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,High,3338
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,Low,3339
6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,Low,3340
8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,Low,3341
8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,Low,3342
5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,Low,3343
7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,Low,3344
6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,Low,3345
5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,High,3346
6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,Low,3347
5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,High,3348
5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,Low,3349
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,Low,3350
8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,Low,3351
6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,Low,3352
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,Low,3353
6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,Low,3354
8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,Low,3355
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,Low,3356
6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,Low,3357
7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,Low,3358
6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,Low,3359
5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,Low,3360
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,High,3361
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,Low,3362
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,High,3363
6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,High,3364
7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,Low,3365
6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,Low,3366
6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,Low,3367
6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,Low,3368
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,Low,3369
9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5,Low,3370
6.9,0.19,0.39,8,0.028,22,84,0.994,3.11,0.66,10.8,Low,3371
8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3,High,3372
8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,Low,3373
5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,Low,3374
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,Low,3375
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,Low,3376
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,Low,3377
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,Low,3378
7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,Low,3379
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,Low,3380
6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,Low,3381
6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,Low,3382
7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,Low,3383
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,Low,3384
6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,Low,3385
6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,Low,3386
6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,Low,3387
6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,High,3388
6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,Low,3389
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,Low,3390
7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,Low,3391
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,High,3392
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,Low,3393
6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,Low,3394
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,Low,3395
7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,Low,3396
6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,High,3397
7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,Low,3398
8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,Low,3399
7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,Low,3400
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,High,3401
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,Low,3402
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,Low,3403
6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,Low,3404
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,Low,3405
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,Low,3406
6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,High,3407
7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,Low,3408
7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,Low,3409
5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,Low,3410
5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,High,3411
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,High,3412
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,Low,3413
6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,Low,3414
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,Low,3415
6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,Low,3416
7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,Low,3417
7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,High,3418
5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,Low,3419
7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,Low,3420
6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,Low,3421
6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,Low,3422
6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,Low,3423
8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,Low,3424
7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,Low,3425
6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,Low,3426
6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,Low,3427
6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,High,3428
5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,Low,3429
7.3,0.24,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9,Low,3430
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,Low,3431
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,Low,3432
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,High,3433
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,Low,3434
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,High,3435
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,High,3436
7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,Low,3437
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,Low,3438
6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,High,3439
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,High,3440
6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,Low,3441
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,Low,3442
6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,High,3443
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,High,3444
8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,Low,3445
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,Low,3446
8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,Low,3447
6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,Low,3448
6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,High,3449
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,Low,3450
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,Low,3451
6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,Low,3452
6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,Low,3453
8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,High,3454
5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,Low,3455
6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,Low,3456
6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,High,3457
6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5,Low,3458
5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,Low,3459
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,Low,3460
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,High,3461
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,High,3462
7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,High,3463
7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,Low,3464
6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,Low,3465
7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,Low,3466
6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,Low,3467
6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,Low,3468
7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,Low,3469
6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,Low,3470
6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,High,3471
7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,High,3472
9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,Low,3473
7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,Low,3474
6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,High,3475
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,Low,3476
7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,High,3477
6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,High,3478
6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,Low,3479
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,Low,3480
7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,Low,3481
5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,Low,3482
6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,Low,3483
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,High,3484
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,High,3485
7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,Low,3486
6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,Low,3487
7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,High,3488
6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,Low,3489
7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2,Low,3490
6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,High,3491
6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,High,3492
6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,Low,3493
8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,Low,3494
6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,Low,3495
7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,High,3496
7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,Low,3497
7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,Low,3498
6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,High,3499
5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,High,3500
8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,Low,3501
7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,High,3502
6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.53333333333333,Low,3503
8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,Low,3504
6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,Low,3505
10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,Low,3506
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,Low,3507
8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,Low,3508
6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,Low,3509
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,High,3510
6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,Low,3511
7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,High,3512
6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,Low,3513
6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,Low,3514
6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,Low,3515
6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,Low,3516
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,Low,3517
8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,Low,3518
6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,Low,3519
8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,Low,3520
6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,Low,3521
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,Low,3522
6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,Low,3523
8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,Low,3524
6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,Low,3525
6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,Low,3526
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,Low,3527
7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,Low,3528
7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,Low,3529
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,Low,3530
5.9,0.48,0.3,1.5,0.037,19,78,0.99057,3.47,0.42,11.9,High,3531
6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,High,3532
6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,Low,3533
8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,Low,3534
6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,Low,3535
5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,Low,3536
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,Low,3537
6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,Low,3538
6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,Low,3539
6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,Low,3540
8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,Low,3541
6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,Low,3542
7.2,0.115,0.3,6.8,0.056,26,105,0.9954,3.44,0.4,9.6,Low,3543
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,Low,3544
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,High,3545
